authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,Starting time,Existence period
"Dunn, S., J. Becker","25.407, 36.411, 25.407, 36.411",2014-07-16T10:10:08Z,sdunn,2,"Mikro Kameni is a non-extant island that was formed in the Santorini caldera some time before 1851, when it was attested, mapped and named in the Admiralty Chart of Thomas Graves, HMS Volgae. It was joined to Nea Kameni at some point after this, probably in the major period of volcanic activity in 1866-1870. ","island,","{""type"": ""Point"", ""coordinates"": [25.407, 36.411]}",mikro-kameni,precise,representative,2100,1700,2014-08-16T18:51:36Z,/places/815794667/mikro-kameni,/places/815794667,36.411,"36.411,25.407",25.407,,M,modern,"1700.0,2100.0",Mikro Kameni,bbbca0aee435e77190c54ca5aa1492ff,,,,,778,Early Modern,EUROPE,1450,400
"Becker, J., R. Horne","3.1111622, 43.8037804, 3.1111622, 43.8037804",2015-12-06T00:09:31Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [3.1111622, 43.8037804]}",osm-location-of-ceilhes-et-rocozels,precise,"representative,",2100,1700,2018-07-18T19:26:37Z,/places/523363492/osm-location-of-ceilhes-et-rocozels,/places/523363492,43.8037804,"43.8037804,3.1111622",3.1111622,,M,modern,"1700.0,2100.0",OSM location of Ceilhes-et-Rocozels,dd18b589739af298d3ed3b7682f1cf69,,,,,779,Early Modern,EUROPE,1450,400
"Becker, J.","23.949438, 37.7366439, 23.949438, 37.7366439",2018-02-04T03:33:13Z,jbecker,1,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [23.949438, 37.7366439]}",osm-location-of-ii1-2i-i2iiii-i,precise,representative,2100,1700,2020-02-14T22:09:04Z,/places/194496209/osm-location-of-ii1-2i-i2iiii-i,/places/194496209,37.7366439,"37.7366439,23.949438",23.949438,,M,modern,"1700.0,2100.0",OSM location of Î‘Î½Î¬Î²Ï…ÏƒÏƒÎ¿Ï‚,d564aabe65634bcb8750d7804f3c662c,,,,,780,Early Modern,EUROPE,1450,400
"Christiansen, B., J. Becker","43.4938043, 38.4537563, 43.4938043, 38.4537563",2020-05-09T11:40:04Z,bchristiansen2,2,Representative location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [43.4938043, 38.4537563]}",erek-dagi,precise,representative,2100,1700,2020-06-22T19:14:58Z,/places/356811079/erek-dagi,/places/356811079,38.4537563,"38.4537563,43.4938043",43.4938043,,M,modern,"1700.0,2100.0",OSM location of Erek DaÄŸÄ±,98c64b8f3a4849508f7e9346d6423eed,,,,,781,Early Modern,EUROPE,1450,400
"Becker, J.","11.3513572, 42.9186622, 11.8521628, 43.0316878",2018-03-14T13:37:43Z,jbecker,1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[11.8521628, 42.9186622], [11.4066029, 42.9599614], [11.3843411, 42.9624371], [11.3586492, 42.9663708], [11.3518308, 42.9696976], [11.3517064, 42.9698859], [11.3513572, 42.9707752], [11.6315324, 43.0310917], [11.6431559, 43.0316878], [11.6434319, 43.0316774], [11.6547191, 43.0306475], [11.729967, 43.0201018], [11.7303891, 43.0200011], [11.7306755, 43.0199327], [11.73145, 43.019611], [11.7351075, 43.0175724], [11.8226728, 42.9489041], [11.850004, 42.9219074], [11.8521628, 42.9186622]]]}",osm-location-of-fiume-orcia,precise,representative,2100,1700,2019-02-23T14:37:30Z,/places/166434539/osm-location-of-fiume-orcia,/places/166434539,42.98261007,"42.9826100708,11.6149878212",11.61498782,,M,modern,"1700.0,2100.0",OSM location of Fiume Orcia,a9d8942b79c04984be980a41703e4e31,,,,,782,Early Modern,EUROPE,1450,400
"Becker, J., R. Horne","12.6204579, 41.8605744, 12.6204579, 41.8605744",2018-03-20T18:13:28Z,jbecker,2,Representative location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [12.6204579, 41.8605744]}",osm-location-of-modern-tor-vergata,precise,representative,2100,1700,2020-02-14T22:09:22Z,/places/144825573/osm-location-of-modern-tor-vergata,/places/144825573,41.8605744,"41.8605744,12.6204579",12.6204579,,M,modern,"1700.0,2100.0",OSM location of modern Tor Vergata,d8b2dd9d556e47268774ae2d98807a41,,,,,783,Early Modern,EUROPE,1450,400
"Becker, J.","14.7592688, 41.4943754, 14.7592688, 41.4943754",2018-04-03T03:14:36Z,jbecker,2,Representative location of the mountain peak based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [14.7592688, 41.4943754]}",osm-location-of-montagna-di-gildone,precise,representative,2100,1700,2018-07-18T19:29:34Z,/places/305770200/osm-location-of-montagna-di-gildone,/places/305770200,41.4943754,"41.4943754,14.7592688",14.7592688,,M,modern,"1700.0,2100.0",OSM location of Montagna di Gildone,9da98376c5b54e97b6c1c6beb5e300e3,,,,,784,Early Modern,EUROPE,1450,400
"Becker, J.","12.711438, 41.892331, 12.711438, 41.892331",2013-01-23T20:12:16Z,jbecker,0,verified in Google Earth 2013.,"lake,","{""type"": ""Point"", ""coordinates"": [12.711438, 41.892331]}",location-of-lago-di-castiglione,precise,representative,2100,1700,2013-04-12T20:35:21Z,/places/132860152/location-of-lago-di-castiglione,/places/132860152,41.892331,"41.892331,12.711438",12.711438,,M,modern,"1700.0,2100.0",location of Lago di Castiglione,09eeaa550f1853e01482fd1a87619258,,,,,785,Early Modern,EUROPE,1450,400
"Becker, J.","71.5787458, 34.0123846, 71.5787458, 34.0123846",2013-11-26T03:51:01Z,jbecker,2,Representative location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [71.5787458, 34.0123846]}",location-of-peshawar,precise,representative,2100,1700,2018-07-18T19:32:24Z,/places/569531631/location-of-peshawar,/places/569531631,34.0123846,"34.0123846,71.5787458",71.5787458,,M,modern,"1700.0,2100.0",OSM location of Peshawar,7a4c302ac5bffb357ac443682f2a042d,,,,,786,Early Modern,EUROPE,1450,400
"Becker, J., T. Elliott","71.5816924, 34.0086403, 71.5816924, 34.0086403",2013-11-26T03:58:53Z,jbecker,3,Location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [71.5816924, 34.0086403]}",osm-location,precise,representative,2100,1700,2018-08-23T20:37:19Z,/places/260333638/osm-location,/places/260333638,34.0086403,"34.0086403,71.5816924",71.5816924,,M,modern,"1700.0,2100.0",OSM Location of Gorkhatri Tehsil,b20fa53660a22357b0e6348d5c094095,,,,,787,Early Modern,EUROPE,1450,400
"Becker, J.","10.8, 48.25, 10.8, 48.25",2018-08-19T13:07:33Z,jbecker,0,The location of this associated modern place follows coordinates derived from GeoNames.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [10.8, 48.25]}",geonames-location-of-modern-wehringen-bavaria,precise,associated_modern,2100,1700,2018-08-20T19:13:07Z,/places/579570263/geonames-location-of-modern-wehringen-bavaria,/places/579570263,48.25,"48.25,10.8",10.8,,M,modern,"1700.0,2100.0","GeoNames location of modern Wehringen, Bavaria",028e5e796e864bf48a71305c6c9d7441,,,,,788,Early Modern,EUROPE,1450,400
"Becker, J., T. Elliott","34.4616857, 31.5035059, 34.4620736, 31.5037938",2018-06-17T16:00:44Z,jbecker,2,Location based on OpenStreetMap,church-2,"{""type"": ""Polygon"", ""coordinates"": [[[34.4620015, 31.5035059], [34.4617985, 31.5035309], [34.4617668, 31.5035525], [34.4616857, 31.5036235], [34.4618354, 31.5037938], [34.4619036, 31.503751], [34.4620736, 31.5035797], [34.4620015, 31.5035059]]]}",osm-location,precise,representative,2100,1700,2018-06-22T11:51:47Z,/places/108879169/osm-location,/places/108879169,31.5036322,"31.5036321956,34.4618742642",34.46187426,,M,modern,"1700.0,2100.0",OSM location of S. Porphyrius in Gaza,7b007c78b0094f079b95a6ea8d18710e,,,,,789,Early Modern,EUROPE,1450,400
"Novotny, J., C. Horst, R. Horne","35.2433683, 33.3178035, 35.2433683, 33.3178035",2017-12-15T08:39:52Z,jnovotny,2,Representative location based on OpenStreetMap,settlement,"{""type"": ""Point"", ""coordinates"": [35.2433683, 33.3178035]}",osm-location-of-khirbet-al-mahalib,precise,representative,2100,1700,2018-01-31T15:49:02Z,/places/69255711/osm-location-of-khirbet-al-mahalib,/places/69255711,33.3178035,"33.3178035,35.2433683",35.2433683,ANE,M,modern,"1700.0,2100.0",OSM location of Khirbet al-Mahalib,453ffd0cc6a845deb986abfe8690a551,,,,,790,Early Modern,EUROPE,1450,400
"Becker, J.","10.8718709, 37.105242, 10.8780749, 37.1077855",2019-09-22T13:52:11Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[10.877458, 37.105242], [10.8733375, 37.1059104], [10.8722201, 37.1061549], [10.8718709, 37.1063065], [10.8719679, 37.1067335], [10.8724219, 37.1073338], [10.8726779, 37.1075504], [10.8732289, 37.1077855], [10.8736557, 37.1077329], [10.8746683, 37.1075194], [10.8763872, 37.1066685], [10.8780749, 37.1053008], [10.877458, 37.105242]]]}",osm-location-of-zembretta-island,precise,representative,2100,1700,2019-09-25T18:11:37Z,/places/314854/osm-location-of-zembretta-island,/places/314854,37.10634574,"37.1063457432,10.874893771",10.87489377,,M,modern,"1700.0,2100.0",OSM location of Zembretta (island),5f4135fd5b174fa3ae780c3a38ba92b6,,,,,791,Early Modern,EUROPE,1450,400
"Becker, J.","10.8013995, 37.1305403, 10.8013995, 37.1305403",2013-05-16T15:07:54Z,jbecker,1,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [10.8013995, 37.1305403]}",osm-location-of-zembra-island,precise,representative,2100,1700,2013-08-02T04:26:42Z,/places/314854/osm-location-of-zembra-island,/places/314854,37.1305403,"37.1305403,10.8013995",10.8013995,,M,modern,"1700.0,2100.0",OSM Location of Zembra island,7a5a298449626865730448f2278eda1c,,,,,792,Early Modern,EUROPE,1450,400
"Becker, J.","10.216667, 37.116667, 10.216667, 37.116667",2013-02-13T22:16:03Z,jbecker,0,verified in Google Earth 2013.,"river,","{""type"": ""Point"", ""coordinates"": [10.216667, 37.116667]}",mouth-of-the-bagrada-fl,precise,representative,2100,1700,2017-10-27T20:22:18Z,/places/314899/mouth-of-the-bagrada-fl,/places/314899,37.116667,"37.116667,10.216667",10.216667,,M,modern,"1700.0,2100.0",mouth of the Bagrada fl.,93acceb4a8d7f097c0f740f1094a9aa2,,,,,793,Early Modern,EUROPE,1450,400
"Becker, J.","8.8460158, 36.534713, 8.8460158, 36.534713",2013-05-26T18:44:56Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [8.8460158, 36.534713]}",location-of-course-of-Bagrada-fl,precise,representative,2100,1700,2017-10-27T20:22:18Z,/places/314899/location-of-course-of-Bagrada-fl,/places/314899,36.534713,"36.534713,8.8460158",8.8460158,,M,modern,"1700.0,2100.0",location of course of Bagrada fl.,4f7b713b7f6415587195d621e3cd9761,,,,,794,Early Modern,EUROPE,1450,400
"Becker, J.","9.8368897, 37.3381365, 9.8368897, 37.3381365",2013-05-16T14:58:10Z,jbecker,1,Location based on OpenStreetMap,"cape,","{""type"": ""Point"", ""coordinates"": [9.8368897, 37.3381365]}",location-of-Candidum-Pr,precise,representative,2100,1700,2013-07-29T03:56:24Z,/places/314918/location-of-Candidum-Pr,/places/314918,37.3381365,"37.3381365,9.8368897",9.8368897,,M,modern,"1700.0,2100.0",location of Candidum Pr.,104251b1d688f239bf8bfcd206844ded,,,,,796,Early Modern,EUROPE,1450,400
"Becker, J., R. Horne","8.8812893, 37.4948632, 8.8812893, 37.4948632",2014-04-28T03:21:27Z,jbecker,2,Representative location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [8.8812893, 37.4948632]}",osm-location-of-la-fauchelle,precise,,2100,1700,2016-08-03T14:10:25Z,/places/314961/osm-location-of-la-fauchelle,/places/314961,37.4948632,"37.4948632,8.8812893",8.8812893,,M,modern,"1700.0,2100.0",OSM location of La Fauchelle,fa7230f27daff74a0b3a8c2b404af62d,,,,,797,Early Modern,EUROPE,1450,400
"Becker, J.","11.0416578, 37.0836241, 11.0416578, 37.0836241",2018-04-19T15:15:43Z,jbecker,1,Representative point location of the cape based on OpenStreetMap.,cape,"{""type"": ""Point"", ""coordinates"": [11.0416578, 37.0836241]}",osm-location-of-cap-bon,precise,representative,2100,1700,2019-09-27T20:08:37Z,/places/315036/osm-location-of-cap-bon,/places/315036,37.0836241,"37.0836241,11.0416578",11.0416578,,M,modern,"1700.0,2100.0",OSM location of Cap Bon,c372e8b1a10646bba0707844860fd7c0,,,,,798,Early Modern,EUROPE,1450,400
"Becker, J.","9.866667, 37.183333, 9.866667, 37.183333",2013-04-21T19:17:35Z,jbecker,0,verified in Google Earth 2013.,"lake,","{""type"": ""Point"", ""coordinates"": [9.866667, 37.183333]}",location-of-hipponensis-l,precise,representative,2100,1700,2013-04-22T13:24:35Z,/places/315039/location-of-hipponensis-l,/places/315039,37.183333,"37.183333,9.866667",9.866667,,M,modern,"1700.0,2100.0",location of Hipponensis L.,13f827b561aa2af048e61ead0f3c2e40,,,,,799,Early Modern,EUROPE,1450,400
"Becker, J.","10.2804885, 37.1776656, 10.2804885, 37.1776656",2018-04-19T23:57:21Z,jbecker,1,Location based on OpenStreetMap,cape,"{""type"": ""Point"", ""coordinates"": [10.2804885, 37.1776656]}",osm-location-of-cap-farina,precise,representative,2100,1700,2021-02-05T12:49:37Z,/places/315120/osm-location-of-cap-farina,/places/315120,37.1776656,"37.1776656,10.2804885",10.2804885,,M,modern,"1700.0,2100.0",OSM location of Cap Farina,2ae13d862ad742e881896f9beeff3586,,,,,800,Early Modern,EUROPE,1450,400
"Becker, J.","9.666667, 37.166667, 9.666667, 37.166667",2013-04-21T19:21:05Z,jbecker,0,"coordinates after GeoHack, verified in Google Earth 2013.","lake,","{""type"": ""Point"", ""coordinates"": [9.666667, 37.166667]}",location-of-sisara-limne,precise,representative,2100,1700,2013-04-22T13:23:54Z,/places/315175/location-of-sisara-limne,/places/315175,37.166667,"37.166667,9.666667",9.666667,,M,modern,"1700.0,2100.0",location of Sisara Limne,3b312ac493aab00fdd4cde6de6bb660e,,,,,802,Early Modern,EUROPE,1450,400
"Becker, J.","7.4356083, 36.4885763, 7.4356083, 36.4885763",2013-05-26T20:22:16Z,jbecker,2,Representative location based on OpenStreetMap.,river,"{""type"": ""Point"", ""coordinates"": [7.4356083, 36.4885763]}",location-of-Ubus-fl,precise,representative,2100,1700,2017-04-14T11:50:21Z,/places/315240/location-of-Ubus-fl,/places/315240,36.4885763,"36.4885763,7.4356083",7.4356083,,M,modern,"1700.0,2100.0",OSM location of Seybouse River,cf3ae3d907970d7f68e0fa1286874f96,,,,,803,Early Modern,EUROPE,1450,400
"Becker, J.","10.1117246, 36.3518395, 10.1117246, 36.3518395",2013-09-22T02:17:06Z,jbecker,1,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [10.1117246, 36.3518395]}",location-of-djebel-zaghouan,precise,representative,2100,1700,2013-11-26T02:56:42Z,/places/315272/location-of-djebel-zaghouan,/places/315272,36.3518395,"36.3518395,10.1117246",10.1117246,,M,modern,"1700.0,2100.0",location of Djebel Zaghouan,027f2a48b4e7344a568837d40ffa142c,,,,,804,Early Modern,EUROPE,1450,400
"Becker, J.","43.314, 12.479, 43.314, 12.479",2013-08-03T01:03:37Z,jbecker,2,"Coordinates after GeoHack, verified in Google Earth.",cape,"{""type"": ""Point"", ""coordinates"": [43.314, 12.479]}",location-of-ras-siyyan,precise,representative,2100,1700,2020-10-14T19:25:28Z,/places/479353527/location-of-ras-siyyan,/places/479353527,12.479,"12.479,43.314",43.314,,M,modern,"1700.0,2100.0",Imagery location of Ras Siyyan,0fce1cc8128a2c0362487aff66269cd3,,,,,805,Early Modern,EUROPE,1450,400
"Becker, J.","60.0, 45.0, 60.0, 45.0",2013-04-15T19:07:53Z,jbecker,0,coordinates after GeoHack,"lake,","{""type"": ""Point"", ""coordinates"": [60.0, 45.0]}",location-of-aral-sea,precise,representative,2100,1700,2013-04-16T13:56:48Z,/places/442241741/location-of-aral-sea,/places/442241741,45,"45.0,60.0",60,,M,modern,"1700.0,2100.0",location of Aral Sea,46dae3d18ce9d75aebb8cfdfbb2f35e0,,,,,806,Early Modern,EUROPE,1450,400
"Mckee, G., J. Becker","35.6, 31.8, 35.6, 31.8",2017-01-10T18:32:46Z,gmckee,2,Representative location of moden toponym Teleilat al Ghassul based on a node derived from OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [35.6, 31.8]}",osm-location-of-teleilat-al-ghassul,precise,"representative,associated_modern",2100,1700,2017-01-10T18:56:27Z,/places/509457605/osm-location-of-teleilat-al-ghassul,/places/509457605,31.8,"31.8,35.6",35.6,,M,modern,"1700.0,2100.0",OSM location of Teleilat al Ghassul,a8993fcb21c0421c9a1a6a51b76e896c,,,,,807,Early Modern,EUROPE,1450,400
"Becker, J.","34.7966479, 31.8859622, 34.8040058, 31.8916688",2017-12-06T15:45:50Z,jbecker,1,Representative location of the modern settlement based on OpenStreetMap.,settlement-modern,"{""type"": ""Polygon"", ""coordinates"": [[[34.8007474, 31.8859622], [34.7966479, 31.8867905], [34.7982194, 31.8916688], [34.8040058, 31.8905804], [34.8038349, 31.8902444], [34.8017612, 31.8871337], [34.8013355, 31.8866005], [34.8008546, 31.886056], [34.8007474, 31.8859622]]]}",osm-location-of-modern-gibton-israel,precise,associated_modern,2100,1700,2017-12-06T15:48:02Z,/places/329386245/osm-location-of-modern-gibton-israel,/places/329386245,31.88891958,"31.8889195815,34.8000846989",34.8000847,,M,modern,"1700.0,2100.0","OSM location of modern Gibton, Israel",48d66db2880a410ea7952f022b645d8d,,,,,808,Early Modern,EUROPE,1450,400
"Becker, J.","43.0321024, 38.3391704, 43.039459, 38.344084",2019-12-20T16:58:28Z,jbecker,1,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[43.0387336, 38.3391704], [43.036638, 38.3392566], [43.0322063, 38.3405216], [43.0321024, 38.3413772], [43.0327179, 38.3424806], [43.0331429, 38.3428312], [43.0356122, 38.3439863], [43.0359639, 38.344084], [43.0372388, 38.344084], [43.0376345, 38.3439576], [43.0379349, 38.343538], [43.0393857, 38.3397163], [43.039459, 38.3394979], [43.0393198, 38.3391761], [43.0390633, 38.3391704], [43.0387336, 38.3391704]]]}",osm-location-of-akdamar-island,precise,representative,2100,1700,2020-01-31T14:14:32Z,/places/359852689/osm-location-of-akdamar-island,/places/359852689,38.34144189,"38.3414418865,43.0359879586",43.03598796,,M,modern,"1700.0,2100.0",OSM location of Akdamar Island,196a85be90b54a88b5b7a271ec4f21f1,,,,,809,Early Modern,EUROPE,1450,400
"Becker, J., R. Horne","2.6034391, 43.8847922, 2.6034391, 43.8847922",2014-03-23T02:50:17Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [2.6034391, 43.8847922]}",saint-sernin-sur-rance,precise,"associated_modern,",2100,1700,2016-07-25T23:30:00Z,/places/165170193/saint-sernin-sur-rance,/places/165170193,43.8847922,"43.8847922,2.6034391",2.6034391,,M,modern,"1700.0,2100.0",OSM location of Saint-Sernin-sur-Rance,0baca18b37ac0b9fc4ed2f34c91e9af7,,,,,810,Early Modern,EUROPE,1450,400
"Becker, J., T. Elliott","-2.0008954, 50.7898299, -2.0008954, 50.7898299",2016-05-19T23:16:58Z,jbecker,2,"Representative point location marking the modern location of Lake Farm, based on OpenStreetMap. According to published reports, the remains of the fort were excavated 240 meters north of Lake Farm.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [-2.0008954, 50.7898299]}",osm-location-of-lake-farm,precise,representative,2100,1700,2019-11-03T20:43:05Z,/places/600065939/osm-location-of-lake-farm,/places/600065939,50.7898299,"50.7898299,-2.0008954",-2.0008954,,M,modern,"1700.0,2100.0",OSM location of modern Lake Farm,f639f3dc90ca419aa0b331521b30d706,,,,,811,Early Modern,EUROPE,1450,400
"Novotny, J., C. Horst","36.7704347, 36.2135713, 36.7704347, 36.2135713",2018-01-02T13:56:07Z,jnovotny,2,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [36.7704347, 36.2135713]}",osm-location-of-ad-dana,precise,associated_modern,2100,1700,2018-01-31T15:42:29Z,/places/858843277/osm-location-of-ad-dana,/places/858843277,36.2135713,"36.2135713,36.7704347",36.7704347,ANE,M,modern,"1700.0,2100.0",OSM location of Ad Dana,62986525276545ca83cb28e3cf686fb3,,,,,812,Early Modern,EUROPE,1450,400
"Becker, J.","11.1680802, 42.5648566, 11.1680802, 42.5648566",2013-09-14T16:00:06Z,jbecker,2,Representative location based on OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [11.1680802, 42.5648566]}",location-of-fonteblanda,precise,associated_modern,2100,1700,2018-10-31T21:26:30Z,/places/736595947/location-of-fonteblanda,/places/736595947,42.5648566,"42.5648566,11.1680802",11.1680802,,M,modern,"1700.0,2100.0",OSM location of Fonteblanda,8bfdc270bfd1b96897759ccad8a482e2,,,,,816,Early Modern,EUROPE,1450,400
"Horne, R., J. Becker","-16.909722, 32.651111, -16.909722, 32.651111",2013-01-15T19:00:35Z,rmhorne,1,"Representative location of Madeira Island. Coordinates following GeoHack, verified in Google Earth.","island,","{""type"": ""Point"", ""coordinates"": [-16.909722, 32.651111]}",fortunatae-inss,precise,representative,2100,1700,2016-05-29T18:08:59Z,/places/22059127/fortunatae-inss,/places/22059127,32.651111,"32.651111,-16.909722",-16.909722,,M,modern,"1700.0,2100.0",Imagery location of Madeira Island ,601f838cf5fe5fd29079599cb936745a,,,,,819,Early Modern,EUROPE,1450,400
"Becker, J.","10.8917214, 42.9863511, 10.8985126, 42.9900374",2017-09-30T16:24:45Z,jbecker,1,Representative location of the modern shoreline of the lake based on a way derived from OpenStreetMap.,lake,"{""type"": ""Polygon"", ""coordinates"": [[[10.8949077, 42.9863511], [10.894752, 42.9863942], [10.893366, 42.986974], [10.8931862, 42.9870654], [10.8917551, 42.9878691], [10.8917214, 42.9879891], [10.891775, 42.988058], [10.8919398, 42.988209], [10.8921639, 42.988393], [10.8938239, 42.9895486], [10.8940278, 42.9896785], [10.8942385, 42.9897741], [10.895268, 42.989981], [10.8957022, 42.9900143], [10.8961494, 42.9900297], [10.8965914, 42.9900374], [10.8969912, 42.9900297], [10.8973726, 42.989914], [10.8978645, 42.9896772], [10.8984988, 42.9890215], [10.898506, 42.9889928], [10.8985126, 42.9889023], [10.8983515, 42.988295], [10.8982308, 42.9880215], [10.8981382, 42.9878744], [10.8974, 42.98715], [10.8965832, 42.9867109], [10.8964398, 42.9866683], [10.8950845, 42.9863604], [10.8949077, 42.9863511]]]}",osm-location-of-lago-dellaccesa-lake,precise,representative,2100,1700,2017-10-27T21:44:02Z,/places/532675709/osm-location-of-lago-dellaccesa-lake,/places/532675709,42.98824836,"42.9882483613,10.8952010404",10.89520104,,M,modern,"1700.0,2100.0",OSM location of Lago dell'Accesa (lake),f65230c6548d4eb9b362b96ab0a54594,,,,,820,Early Modern,EUROPE,1450,400
"Becker, J., T. Elliott","6.0630033, 48.7494954, 6.0630033, 48.7494954",2016-05-25T20:41:16Z,jbecker,2,Representative modern location based on OpenStreetMap.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [6.0630033, 48.7494954]}",osm-location-of-liverdun-france,precise,representative,2100,1700,2016-05-26T14:59:09Z,/places/789604416/osm-location-of-liverdun-france,/places/789604416,48.7494954,"48.7494954,6.0630033",6.0630033,,M,modern,"1700.0,2100.0","OSM location of modern Liverdun, France",31016e7abc7e4eb9805d36ff80b265d5,,,,,821,Early Modern,EUROPE,1450,400
"Becker, J.","35.5313198, 33.8683181, 35.5313198, 33.8683181",2013-05-30T02:36:58Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [35.5313198, 33.8683181]}",location-of-Magoras-fl,precise,representative,2100,1700,2017-10-27T21:15:19Z,/places/678274/location-of-Magoras-fl,/places/678274,33.8683181,"33.8683181,35.5313198",35.5313198,,M,modern,"1700.0,2100.0",location of Magoras fl.,198b0bffbb0dbe2c42c60593122aa405,,,,,822,Early Modern,EUROPE,1450,400
"Becker, J.","35.0721072, 32.7543988, 35.0721072, 32.7543988",2013-06-03T13:57:50Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [35.0721072, 32.7543988]}",location-of-Pacida-fl,precise,representative,2100,1700,2017-10-27T21:15:22Z,/places/678321/location-of-Pacida-fl,/places/678321,32.7543988,"32.7543988,35.0721072",35.0721072,,M,modern,"1700.0,2100.0",location of Pacida fl.,51d72c29ba4694aefd1efe725dda4b54,,,,,823,Early Modern,EUROPE,1450,400
"Becker, J.","35.7674715, 33.2290177, 35.7674715, 33.2290177",2013-06-03T13:52:18Z,jbecker,1,Location based on OpenStreetMap,"lake,","{""type"": ""Point"", ""coordinates"": [35.7674715, 33.2290177]}",location-of-phiale-limne,precise,representative,2100,1700,2013-06-03T16:48:04Z,/places/678330/location-of-phiale-limne,/places/678330,33.2290177,"33.2290177,35.7674715",35.7674715,,M,modern,"1700.0,2100.0",location of Phiale Limne,620267e5839c1ceae22948bd451a5be8,,,,,824,Early Modern,EUROPE,1450,400
"Becker, J.","35.598237, 33.1084699, 35.598237, 33.1084699",2013-05-20T21:15:01Z,jbecker,1,Location based on OpenStreetMap,"lake,","{""type"": ""Point"", ""coordinates"": [35.598237, 33.1084699]}",location-of-Semachonitis-L,precise,representative,2100,1700,2013-07-20T01:22:19Z,/places/678385/location-of-Semachonitis-L,/places/678385,33.1084699,"33.1084699,35.598237",35.598237,,M,modern,"1700.0,2100.0",location of Semachonitis L.,399727acf41026e8f483be292e8c084b,,,,,825,Early Modern,EUROPE,1450,400
"Horne, R., T. Elliott","34.92711, 32.53325, 34.92711, 32.53325",2013-10-21T23:29:07Z,rmhorne,1,Location based on GeoNames,settlement,"{""type"": ""Point"", ""coordinates"": [34.92711, 32.53325]}",tel-mevorakh,precise,representative,2100,1700,2020-07-10T22:22:34Z,/places/678417/tel-mevorakh,/places/678417,32.53325,"32.53325,34.92711",34.92711,,M,modern,"1700.0,2100.0",GeoNames Location of Tel Mevorakh,1278eb00bbbc341c0bc92f577555c7ca,,,,,826,Early Modern,EUROPE,1450,400
"Becker, J.","35.3896182, 32.6871101, 35.3896182, 32.6871101",2019-01-30T18:49:27Z,jbecker,1,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [35.3896182, 32.6871101]}",osm-location-of-mount-tabor,precise,representative,2100,1700,2019-02-01T20:23:13Z,/places/678419/osm-location-of-mount-tabor,/places/678419,32.6871101,"32.6871101,35.3896182",35.3896182,,M,modern,"1700.0,2100.0",OSM location of Mount Tabor,b41f204d2713435fb58539c4b5d8e1a7,,,,,827,Early Modern,EUROPE,1450,400
"Becker, J.","35.590564, 32.8138046, 35.590564, 32.8138046",2014-02-23T04:40:07Z,jbecker,1,Location based on OpenStreetMap,"water-inland,","{""type"": ""Point"", ""coordinates"": [35.590564, 32.8138046]}",osm-location,precise,representative,2100,1700,2015-03-16T15:35:20Z,/places/678430/osm-location,/places/678430,32.8138046,"32.8138046,35.590564",35.590564,,M,modern,"1700.0,2100.0",OSM Location,24eb5f71f391a2d7564f6e0b01021a64,,,,,828,Early Modern,EUROPE,1450,400
