authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,-2000
"Becker, J.","-1.7615222, 53.16893, -1.7615222, 53.16893",2016-05-20T02:42:27Z,jbecker,2,Representative location based on OpenStreetMap.,"monument,","{""type"": ""Point"", ""coordinates"": [-1.7615222, 53.16893]}",osm-location-of-arbor-low,precise,"representative,",-2500,-4000,2016-08-11T12:26:53Z,/places/549355650/osm-location-of-arbor-low,/places/549355650,53.16893,"53.16893,-1.7615222",-1.7615222,,N,neolithic-british,"-4000.0,-2500.0",OSM location of Arbor Low,b4fbad243ec441779be2638cd31ef812,,,,,35,Prehistory,AFRICA,-2000
"Atkins, J., J. Becker, S. Gillies, T. Elliott","-1.826268, 51.178854, -1.826268, 51.178854",2012-01-26T17:33:03Z,jatkins,6,Location verified in Google Earth 2013.,"monument,","{""type"": ""Point"", ""coordinates"": [-1.826268, 51.178854]}",location-1,precise,"representative,",-2500,-4000,2016-08-12T17:30:37Z,/places/509089189/location-1,/places/509089189,51.178854,"51.178854,-1.826268",-1.826268,,N,neolithic-british,"-4000.0,-2500.0",Imagery location of Stonehenge,5d54d6e65d1b61064eda623c47cd7ff9,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","36.8595167, 34.8293401, 36.8725523, 34.8402686",2018-07-06T15:34:27Z,gmckee,1,"Polygon representing the boundaries of the site of Tell al-Mishrifeh/Qatna, derived from an OpenStreetMap Way.",settlement,"{""type"": ""Polygon"", ""coordinates"": [[[36.865836, 34.8293401], [36.8604931, 34.8306787], [36.8602785, 34.8310574], [36.8595167, 34.8388161], [36.8597742, 34.839274], [36.8713936, 34.8402686], [36.8722197, 34.8360946], [36.8725523, 34.8335936], [36.8724235, 34.8297628], [36.8720856, 34.8295162], [36.8716725, 34.8293401], [36.865836, 34.8293401]]]}",62a644-627644645634631641629,precise,representative,-540,-4000,2018-07-11T00:09:58Z,/places/412342122/62a644-627644645634631641629,/places/412342122,34.83474244,"34.8347424361,36.8663107738",36.86631077,,UEAOLNEN,"uruk-mesopotamia,early-dynastic-mesopotamia,akkadian-ur-iii-mesopotamia,old-babylonian-assyrian-mesopotamia,later-2nd-millennium-bc-mesopotamia,neo-hittite-northern-levant,early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east","-4000.0,-540.0",OSM location of Tell al-Mishrifeh,73e1e02def5642eaabe391f3fa1c125e,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","75.814479, 27.6723764, 75.816226, 27.674443",2019-05-13T18:04:50Z,gmckee,3,"Polygon representing the location of the Ganeshwar site, derived from an OpenStreetMap Way after Rizvi 2018.",settlement,"{""type"": ""Polygon"", ""coordinates"": [[[75.8156323, 27.6723764], [75.814479, 27.672728], [75.8151173, 27.674443], [75.816226, 27.6741746], [75.8156323, 27.6723764]]]}",osm-location-ganeshwar-site,precise,representative,-2000,-4000,2019-05-15T23:02:12Z,/places/796757740/osm-location-ganeshwar-site,/places/796757740,27.67341947,"27.6734194702,75.8153662913",75.81536629,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM Location of Ganeshwar site,5f589b3cced841aea45429642380fb1e,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","41.5057091, 36.9547531, 41.5072808, 36.9560067",2017-11-24T17:13:09Z,jbecker,1,Representative location of the tell based on a way derived from OpenStreetMap.,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[41.5067819, 36.9547531], [41.5062388, 36.9548793], [41.5058056, 36.9552075], [41.5057091, 36.955499], [41.5057252, 36.9557905], [41.506224, 36.9559576], [41.5067377, 36.9560067], [41.5070823, 36.9558676], [41.5072808, 36.955529], [41.5072701, 36.9553232], [41.5070703, 36.9548836], [41.5067819, 36.9547531]]]}",osm-location-of-tell-leilan,precise,representative,-1000,-4000,2017-12-08T16:35:21Z,/places/223856813/osm-location-of-tell-leilan,/places/223856813,36.95541824,"36.9554182406,41.5065091798",41.50650918,,432,"4th-millenium-bce,3rd-millennium-bc,2nd-millenium-bce","-4000.0,-1000.0",OSM location of Tell Leilan,a153dfe521d74444b5e0733cd222090c,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","35.1255017, 31.2799119, 35.1255017, 31.2799119",2013-08-03T19:26:53Z,jbecker,2,Representative ocation based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [35.1255017, 31.2799119]}",location-of-tel-arad,precise,representative,640,-4000,2016-02-06T21:52:30Z,/places/87764825/location-of-tel-arad,/places/87764825,31.2799119,"31.2799119,35.1255017",35.1255017,,432ACHR,"4th-millenium-bce,3rd-millennium-bc,2nd-millenium-bce,archaic,classical,hellenistic-middle-east,roman-middle-east","-4000.0,640.0",OSM location of Tel Arad,6cef50a37b4b103969b1841b528b75b2,,,,,32,Prehistory,AFRICA,-2000
"Becker, J.","-3.3416455, 59.0487515, -3.3416455, 59.0487515",2013-08-01T15:19:13Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-3.3416455, 59.0487515]}",location-of-skara-brae,precise,representative,-2000,-4000,2013-08-07T14:42:30Z,/places/80606012/location-of-skara-brae,/places/80606012,59.0487515,"59.0487515,-3.3416455",-3.3416455,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",location of Skara Brae,02ab0673d64dfcc40379a9809f53d58e,,,,,32,Prehistory,AFRICA,-2000
"Becker, J.","-3.3423921, 59.0485111, -3.341158, 59.0488904",2020-11-21T16:10:44Z,jbecker,1,Representative location based on OpenStreetMap,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[-3.3421829, 59.0485111], [-3.3423921, 59.0487856], [-3.3414372, 59.0488904], [-3.3411846, 59.0488788], [-3.341158, 59.0488332], [-3.3412173, 59.0486297], [-3.3421829, 59.0485111]]]}",osm-location-of-skara-brae,precise,representative,-2000,-4000,2020-11-24T02:50:31Z,/places/80606012/osm-location-of-skara-brae,/places/80606012,59.04871811,"59.0487181093,-3.34176155014",-3.34176155,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Skara Brae,8399630173074605aea75d0dc569c5cf,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","34.7455, 40.3407, 34.7455, 40.3407",2017-05-12T16:41:59Z,gmckee,0,"Point representing the approximate location of Kalatepe, from Google Earth after KosÌ§ay 1957.",settlement,"{""type"": ""Point"", ""coordinates"": [34.7455, 40.3407]}",imagery-location-of-kalatepe,precise,representative,-2000,-4000,2017-05-13T13:54:35Z,/places/574198884/imagery-location-of-kalatepe,/places/574198884,40.3407,"40.3407,34.7455",34.7455,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",Imagery location of Kalatepe,6ab0315fc9a448ed8c56fec455b9c220,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","41.0129664, 37.7768243, 41.0143673, 37.7778967",2017-05-12T18:11:18Z,gmckee,1,"Polygon representing the location of the Hirbemerdon Tepe site, derived from an OpenStreetMap way.",settlement,"{""type"": ""Polygon"", ""coordinates"": [[[41.0134207, 37.7768243], [41.013061, 37.7770537], [41.0129664, 37.777343], [41.0131052, 37.7776573], [41.0132503, 37.7778319], [41.0134838, 37.7778967], [41.0138309, 37.7778818], [41.0141338, 37.777772], [41.0142916, 37.7774927], [41.0143673, 37.7772283], [41.0142979, 37.7770238], [41.0138183, 37.7768243], [41.0134207, 37.7768243]]]}",osm-location-of-hirbemerdon-tepe,precise,representative,-500,-4000,2017-05-13T14:12:06Z,/places/574198885/osm-location-of-hirbemerdon-tepe,/places/574198885,37.77735003,"37.7773500314,41.0136675637",41.01366756,,43EMEM,"4th-millenium-bce,3rd-millennium-bc,early-bronze-age-anatolia,middle-bronze-age-anatolia,early-iron-age-anatolia,middle-late-iron-age-anatolia","-4000.0,-500.0",OSM location of Hirbemerdon Tepe,99d54a5a677f47b58e2bf5a061794d7c,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","36.578221, 40.667513, 36.578221, 40.667513",2017-06-05T16:31:18Z,gmckee,4,"Point representing the approximate location of Horoztepe, after OÌˆzguÌˆcÌ§ 1958.",tumulus,"{""type"": ""Point"", ""coordinates"": [36.578221, 40.667513]}",approximate-google-earth-location-of-horoztepe,precise,representative,-2000,-4000,2017-06-05T19:22:05Z,/places/443243858/approximate-google-earth-location-of-horoztepe,/places/443243858,40.667513,"40.667513,36.578221",36.578221,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",Approximate imagery location of Horoztepe,b6bb2e3fb6834227bb40479679cbac16,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","25.6091639, 35.0067539, 25.6091639, 35.0067539",2013-02-09T18:52:28Z,jbecker,0,remains of the archaeological site; verified in Google Earth 2013.,"settlement,","{""type"": ""Point"", ""coordinates"": [25.6091639, 35.0067539]}",location-of-fournou-korifi,precise,representative,-1000,-4000,2020-12-23T09:17:25Z,/places/27461581/location-of-fournou-korifi,/places/27461581,35.0067539,"35.0067539,25.6091639",25.6091639,,42,"4th-millenium-bce,2nd-millenium-bce","-4000.0,-1000.0",location of Fournou Korifi,c5a0b95b0d086228e8945134daad0c8a,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","36.5438644, 36.2957403, 36.5473191, 36.2995277",2019-09-06T15:28:45Z,gmckee,1,"Polygon representing the boundaries of the of the Chatal HÃ¶yÃ¼k site, derived from an OpenStreetMap Way.",settlement,"{""type"": ""Polygon"", ""coordinates"": [[[36.5455274, 36.2957403], [36.5450338, 36.2958354], [36.544197, 36.2962246], [36.5438644, 36.2968039], [36.5439931, 36.2981355], [36.5449265, 36.2989311], [36.5459029, 36.2995277], [36.5468899, 36.2994412], [36.5473191, 36.2990694], [36.5472976, 36.2985506], [36.5470616, 36.2976859], [36.5468255, 36.2971238], [36.545978, 36.2959911], [36.5455274, 36.2957403]]]}",osm-location-of-chatal-hapya1-4k,precise,representative,-330,-4000,2019-09-06T16:09:58Z,/places/572486151/osm-location-of-chatal-hapya1-4k,/places/572486151,36.29771534,"36.2977153412,36.5456065769",36.54560658,,43OMENENN,"4th-millenium-bce,3rd-millennium-bc,old-hittite-anatolia,middle-hittite-anatolia,egyptian-hittite-levant,neo-hittite-northern-levant,early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,neo-babylonian-achaemenid-southern-levant","-4000.0,-330.0",OSM location of Chatal HÃ¶yÃ¼k,fa99148494124ed3adfd42c2ad75c6bf,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-8.3777656, 54.0560881, -8.3777656, 54.0560881",2014-10-18T15:59:18Z,jbecker,2,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3777656, 54.0560881]}",osm-location-of-cairn-g,precise,"representative,",-3000,-4000,2020-11-24T02:48:41Z,/places/24328728/osm-location-of-cairn-g,/places/24328728,54.0560881,"54.0560881,-8.3777656",-8.3777656,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn G,308011a0bb456cb6f3bd1ee0c5eeeb20,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-8.3779062, 54.0554257, -8.3779062, 54.0554257",2014-10-18T16:01:16Z,jbecker,2,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3779062, 54.0554257]}",osm-location-of-cairn-h,precise,"representative,",-3000,-4000,2020-11-24T02:48:41Z,/places/24328728/osm-location-of-cairn-h,/places/24328728,54.0554257,"54.0554257,-8.3779062",-8.3779062,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn H,97c0c4ca0dbdd2472d344ee0fc38ef03,,,,,35,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-8.3773545, 54.0542024, -8.3773545, 54.0542024",2014-10-18T16:06:51Z,jbecker,2,Representative location based on OpenStreetMap.,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3773545, 54.0542024]}",osm-location-of-cairn-k,precise,,-3000,-4000,2020-11-24T02:48:42Z,/places/24328728/osm-location-of-cairn-k,/places/24328728,54.0542024,"54.0542024,-8.3773545",-8.3773545,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn K,86229139ed6a687982af50462e30973e,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-8.3777307, 54.0540589, -8.3777307, 54.0540589",2014-10-18T16:08:20Z,jbecker,2,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3777307, 54.0540589]}",osm-location-of-cairn-l,precise,"representative,",-3000,-4000,2020-11-24T02:48:42Z,/places/24328728/osm-location-of-cairn-l,/places/24328728,54.0540589,"54.0540589,-8.3777307",-8.3777307,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn L,14a5077197c0d8fb1e6511d0a4c53bfa,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-8.3836979, 54.0531474, -8.3836979, 54.0531474",2014-10-18T16:09:18Z,jbecker,2,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3836979, 54.0531474]}",osm-location-of-cairn-e,precise,"representative,",-3000,-4000,2020-11-24T02:48:42Z,/places/24328728/osm-location-of-cairn-e,/places/24328728,54.0531474,"54.0531474,-8.3836979",-8.3836979,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn E,054a241b97958a25579d01b223aec1c5,,,,,35,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-8.3834407, 54.0511174, -8.3834407, 54.0511174",2014-10-18T16:10:10Z,jbecker,2,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3834407, 54.0511174]}",osm-location-of-cairn-f,precise,,-3000,-4000,2020-11-24T02:48:42Z,/places/24328728/osm-location-of-cairn-f,/places/24328728,54.0511174,"54.0511174,-8.3834407",-8.3834407,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn F,fd4f887995e05a6c9ee52f27be41199b,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-8.3906286, 54.0529929, -8.3906286, 54.0529929",2014-10-18T16:11:31Z,jbecker,2,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3906286, 54.0529929]}",osm-location-of-cairn-b,precise,"representative,",-3000,-4000,2020-11-24T02:48:42Z,/places/24328728/osm-location-of-cairn-b,/places/24328728,54.0529929,"54.0529929,-8.3906286",-8.3906286,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn B,4a4259af603f85f7d15d935c4bffabf0,,,,,35,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-8.3736834, 54.0501406, -8.3736834, 54.0501406",2014-10-18T16:16:18Z,jbecker,2,Representative location based on OpenStreetMap.,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3736834, 54.0501406]}",osm-location-of-cairn-n,precise,,-3000,-4000,2020-11-24T02:48:43Z,/places/24328728/osm-location-of-cairn-n,/places/24328728,54.0501406,"54.0501406,-8.3736834",-8.3736834,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn N,cf809dec94cd5644912b50a4d1635b1c,,,,,33,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-8.3741401, 54.050877, -8.3741401, 54.050877",2014-10-18T16:18:23Z,jbecker,3,Representative location based on OpenStreetMap.,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3741401, 54.050877]}",osm-location-of-cairn-m,precise,,-3000,-4000,2020-11-24T02:48:43Z,/places/24328728/osm-location-of-cairn-m,/places/24328728,54.050877,"54.050877,-8.3741401",-8.3741401,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn M,c62a9294139c22bc984c6ae3a967d3eb,,,,,35,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-8.3681185, 54.0544425, -8.3681185, 54.0544425",2014-10-18T16:25:20Z,jbecker,3,Representative location based on OpenStreetMap.,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3681185, 54.0544425]}",osm-location-of-cairn-o,precise,,-3000,-4000,2020-11-24T02:48:43Z,/places/24328728/osm-location-of-cairn-o,/places/24328728,54.0544425,"54.0544425,-8.3681185",-8.3681185,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn O,a6342ca239a232dbd2f26b131d2ded3c,,,,,35,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-8.3665187, 54.0529686, -8.3665187, 54.0529686",2014-10-18T16:26:29Z,jbecker,2,Representative location based on OpenStreetMap.,"cairn,","{""type"": ""Point"", ""coordinates"": [-8.3665187, 54.0529686]}",osm-location-of-cairn-p,precise,,-3000,-4000,2020-11-24T02:48:43Z,/places/24328728/osm-location-of-cairn-p,/places/24328728,54.0529686,"54.0529686,-8.3665187",-8.3665187,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Cairn P,b398f48fb14af9efc05d5fe764079065,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-6.2803663, 53.2385865, -6.2802694, 53.2386446",2020-11-21T17:46:37Z,jbecker,2,Representative location based on OpenStreetMap,cairn,"{""type"": ""Polygon"", ""coordinates"": [[[-6.2803126, 53.2385865], [-6.2803289, 53.2385872], [-6.2803439, 53.238591], [-6.280356, 53.2385976], [-6.2803638, 53.2386062], [-6.2803663, 53.2386159], [-6.2803634, 53.2386255], [-6.2803553, 53.238634], [-6.2803435, 53.2386402], [-6.2803289, 53.2386439], [-6.2803132, 53.2386446], [-6.280298, 53.2386422], [-6.2802848, 53.2386371], [-6.280275, 53.2386297], [-6.2802697, 53.2386208], [-6.2802694, 53.2386114], [-6.2802741, 53.2386024], [-6.2802834, 53.2385947], [-6.2802968, 53.2385891], [-6.2803126, 53.2385865]]]}",osm-location-of-tibradden-chambered-cairn,precise,representative,-3000,-4000,2020-11-24T02:55:25Z,/places/989429709/osm-location-of-tibradden-chambered-cairn,/places/989429709,53.23861553,"53.2386155313,-6.28031758929",-6.280317589,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Tibradden Chambered Cairn,128d17655c9d4036891e6a710190c6f4,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-9.6955324, 51.8115717, -9.6955324, 51.8115717",2014-10-18T22:58:02Z,jbecker,3,Representative location based on OpenStreetMap,monument,"{""type"": ""Point"", ""coordinates"": [-9.6955324, 51.8115717]}",osm-location,precise,representative,-3000,-4000,2020-11-24T02:49:44Z,/places/989429710/osm-location,/places/989429710,51.8115717,"51.8115717,-9.6955324",-9.6955324,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Uragh Stone Circle,07c8fac7fd3d085961b8bf17d079236a,,,,,33,Prehistory,AFRICA,-2000
"Becker, J., R. Horne","-3.2495928, 58.9866538, -3.2495928, 58.9866538",2013-12-21T20:41:16Z,jbecker,4,Representative location based on OpenStreetMap.,"tomb,cairn,","{""type"": ""Point"", ""coordinates"": [-3.2495928, 58.9866538]}",location-of-unstan-chambered-cairn,precise,"representative,",-2000,-4000,2016-08-16T13:04:48Z,/places/447888851/location-of-unstan-chambered-cairn,/places/447888851,58.9866538,"58.9866538,-3.2495928",-3.2495928,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Unstan Chambered Cairn,f38721b616d031c247d0dad5de411b1a,,,,,26,Prehistory,AFRICA,-2000
"Becker, J.","-5.5968913, 54.3779515, -5.5968913, 54.3779515",2014-10-25T16:53:41Z,jbecker,2,Location based on OpenStreetMap,"tomb,","{""type"": ""Point"", ""coordinates"": [-5.5968913, 54.3779515]}",osm-location,precise,"representative,",-3000,-4000,2020-11-24T02:51:20Z,/places/815733687/osm-location,/places/815733687,54.3779515,"54.3779515,-5.5968913",-5.5968913,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Audleystown Court Cairn,b827f92315f2c6a5471f948fa56cf3bf,,,,,26,Prehistory,AFRICA,-2000
"Becker, J.","26.1945797, 39.9766344, 26.1973748, 39.9796054",2018-02-05T04:51:27Z,jbecker,1,Location based on OpenStreetMap,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[26.1964551, 39.9766344], [26.1952469, 39.9768279], [26.1945797, 39.9779472], [26.1952469, 39.9794258], [26.1959502, 39.9796054], [26.1967076, 39.9794119], [26.1972486, 39.9782788], [26.1973748, 39.9769522], [26.1964551, 39.9766344]]]}",osm-location-of-kumtepe,precise,representative,-2000,-4000,2018-02-14T14:55:10Z,/places/210709924/osm-location-of-kumtepe,/places/210709924,39.97804528,"39.9780452762,26.1960510897",26.19605109,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Kumtepe,b692e47c69ce41259ee860cb4faebde1,,,,,26,Prehistory,AFRICA,-2000
"Novotny, J.","45.0487352, 32.2473736, 45.0608747, 32.2572455",2018-01-28T08:14:14Z,jnovotny,2,Location based on OpenStreetMap way tracing the outline of the ancient mounds.,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[45.0550812, 32.2473736], [45.0509398, 32.2477365], [45.0490301, 32.2494605], [45.0487352, 32.2535272], [45.0492274, 32.2543416], [45.0505321, 32.2558664], [45.0520771, 32.2571729], [45.0575273, 32.2572455], [45.0586646, 32.2565559], [45.0602525, 32.2551042], [45.0608747, 32.2541606], [45.0608104, 32.2518741], [45.0604241, 32.2514023], [45.0579994, 32.2489524], [45.0550812, 32.2473736]]]}",osm-location-of-abu-salabikh,precise,representative,-2000,-4000,2018-01-28T13:24:32Z,/places/912950/osm-location-of-abu-salabikh,/places/912950,32.25265423,"32.2526542346,45.054494428",45.05449443,ANE,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Abu Salabikh,81e0ac3ed0e14713961a8e2d401a5246,,,,,17,Prehistory,AFRICA,-2000
"Becker, J.","-3.0734057, 47.5879805, -3.0734057, 47.5879805",2013-07-18T03:49:38Z,jbecker,2,Location based on OpenStreetMap,"tumulus,","{""type"": ""Point"", ""coordinates"": [-3.0734057, 47.5879805]}",location-of-saint-michel-tumulus,precise,"representative,",-3000,-4000,2016-07-29T00:35:47Z,/places/915626351/location-of-saint-michel-tumulus,/places/915626351,47.5879805,"47.5879805,-3.0734057",-3.0734057,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Saint-Michel tumulus,897e2f5df0855216b261ff46f3fa2e91,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-6.8810849, 52.8375208, -6.8810849, 52.8375208",2013-07-17T17:04:46Z,jbecker,2,Location based on OpenStreetMap,"tomb,","{""type"": ""Point"", ""coordinates"": [-6.8810849, 52.8375208]}",location-of-brownshill-dolmen,precise,"representative,",-3000,-4000,2016-07-31T02:05:06Z,/places/915626352/location-of-brownshill-dolmen,/places/915626352,52.8375208,"52.8375208,-6.8810849",-6.8810849,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Brownshill Dolmen,5fae288ecda2f01fb84155c971a58f97,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","-0.0674304, 46.3732742, -0.0674304, 46.3732742",2013-09-18T04:48:49Z,jbecker,2,Representative location based on OpenStreetMap,"tumulus,","{""type"": ""Point"", ""coordinates"": [-0.0674304, 46.3732742]}",location-of-tumulus-a,precise,"representative,",-3000,-4000,2016-07-22T12:54:50Z,/places/197001409/location-of-tumulus-a,/places/197001409,46.3732742,"46.3732742,-0.0674304",-0.0674304,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Tumulus A,a574cd3ec28acc138fe781da3d1a699f,,,,,19,Prehistory,AFRICA,-2000
"Becker, J.","-0.0668798, 46.3734282, -0.0668798, 46.3734282",2013-09-18T05:10:31Z,jbecker,2,Representative location based on OpenStreetMap,"tumulus,","{""type"": ""Point"", ""coordinates"": [-0.0668798, 46.3734282]}",location-of-tumulus-b,precise,"representative,",-3000,-4000,2016-07-22T12:55:50Z,/places/197001409/location-of-tumulus-b,/places/197001409,46.3734282,"46.3734282,-0.0668798",-0.0668798,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Tumulus B,70e56793a44d08411b60cddc500c3c54,,,,,35,Prehistory,AFRICA,-2000
"Becker, J.","37.003862, 32.3357798, 37.003862, 32.3357798",2020-01-04T21:11:38Z,jbecker,1,Representative location based on OpenStreetMap,settlement,"{""type"": ""Point"", ""coordinates"": [37.003862, 32.3357798]}",osm-location-of-jawa,precise,representative,-2000,-4000,2020-01-30T21:26:22Z,/places/546227067/osm-location-of-jawa,/places/546227067,32.3357798,"32.3357798,37.003862",37.003862,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Jawa,7b1aeb01e73b46e1b124b12a0681d420,,,,,35,Prehistory,AFRICA,-2000
"Mckee, G.","28.8811356, 48.9428934, 28.8999042, 48.9535247",2019-11-13T16:06:29Z,gmckee,2,"Polygon representing the visible remains of the hillfort site at Nemyriv, derived from an OpenStreetMap Way.","fort,settlement","{""type"": ""Polygon"", ""coordinates"": [[[28.8928789, 48.9428934], [28.8917577, 48.9429674], [28.8877115, 48.9433882], [28.8842352, 48.9446141], [28.8826255, 48.9455476], [28.8811356, 48.9473584], [28.8820604, 48.950586], [28.8874375, 48.9526813], [28.8892527, 48.9529961], [28.891633, 48.953356], [28.8936879, 48.9535247], [28.8953833, 48.9533335], [28.8967361, 48.9527937], [28.8990308, 48.9507808], [28.8999042, 48.9491163], [28.8997672, 48.9462], [28.8991164, 48.9449515], [28.8976639, 48.9437601], [28.8961351, 48.9433021], [28.8928789, 48.9428934]]]}",skifskie-ghorodishchie,precise,representative,1099,-4000,2019-11-13T18:13:59Z,/places/209323677/skifskie-ghorodishchie,/places/209323677,48.94810751,"48.9481075068,28.8908891883",28.89088919,,42AHFSTE,"4th-millenium-bce,2nd-millenium-bce,archaic,hellenistic-republican,first-ce,second-ce,tenth-ce,eleventh-ce","-4000.0,1099.0",OSM location of Ð¡ÐºÑ–Ñ„ÑÑŒÐºÐµ Ð³Ð¾Ñ€Ð¾Ð´Ð¸Ñ‰Ðµ,15dfa26c989c42bba90c284181329f23,,,,,22,Prehistory,AFRICA,-2000
"Becker, J.","-3.1002226, 59.1572683, -3.1002226, 59.1572683",2013-12-21T20:03:45Z,jbecker,2,Location based on OpenStreetMap,"monument,","{""type"": ""Point"", ""coordinates"": [-3.1002226, 59.1572683]}",location-of-midhowe-broch,precise,"representative,",-2000,-4000,2021-03-07T00:49:03Z,/places/322906034/location-of-midhowe-broch,/places/322906034,59.1572683,"59.1572683,-3.1002226",-3.1002226,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Midhowe Broch,a70f157e84e4d1cdf120230505dcf93a,,,,,26,Prehistory,AFRICA,-2000
"Becker, J.","-3.0991385, 59.1565434, -3.0991385, 59.1565434",2013-12-21T20:05:31Z,jbecker,3,Location based on OpenStreetMap,"cairn,","{""type"": ""Point"", ""coordinates"": [-3.0991385, 59.1565434]}",location-of-midhowe-chambered-cairn,precise,"representative,",-2000,-4000,2021-03-07T00:49:03Z,/places/322906034/location-of-midhowe-chambered-cairn,/places/322906034,59.1565434,"59.1565434,-3.0991385",-3.0991385,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Midhowe Chambered Cairn,946bf5e76f6248e5d3c47066442bdfb8,,,,,26,Prehistory,AFRICA,-2000
