authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,,roundedLat,eras,Continent,-2000,2000,timeDiff
"Becker, J., R. Horne","27.1849031, 39.1195739, 27.1849031, 39.1195739",2016-03-03T03:56:55Z,jbecker,2,Representative location based on OpenStreetMap.,"river,","{""type"": ""Point"", ""coordinates"": [27.1849031, 39.1195739]}",osm-location,precise,,2100,1700,2017-10-27T20:49:11Z,/places/550874/osm-location,/places/550874,39.1195739,"39.1195739,27.1849031",27.1849031,,M,modern,"1700.0,2100.0",OSM location of Selinos fl.,7aa716391833a35cc30f46012292c61c,,,,,0,Classical,AFRICA,-600,,400
"Horne, R.","26.51564, 38.65944, 26.51564, 38.65944",2013-04-17T17:21:38Z,rmhorne,0,Location of BÃ¼yÃ¼kada,"island,","{""type"": ""Point"", ""coordinates"": [26.51564, 38.65944]}",buyukada,precise,representative,2100,1700,2013-04-17T21:31:19Z,/places/550876/buyukada,/places/550876,38.65944,"38.65944,26.51564",26.51564,,M,modern,"1700.0,2100.0",BÃ¼yÃ¼kada,ffef4bb066b243a466f4f69fa3a88d7c,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","26.1989554, 40.0078372, 26.1989554, 40.0078372",2015-01-11T00:09:40Z,jbecker,1,Location based on OpenStreetMap,"cape,","{""type"": ""Point"", ""coordinates"": [26.1989554, 40.0078372]}",osm-location,precise,representative,2100,1700,2018-09-25T21:29:12Z,/places/550878/osm-location,/places/550878,40.0078372,"40.0078372,26.1989554",26.1989554,,M,modern,"1700.0,2100.0",OSM location,184cad1058c7dfeb856ddade78fc93db,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","27.456, 38.567, 27.456, 38.567",2013-05-18T20:18:57Z,jbecker,6,Coordinates after BAtlas; verified in Google Earth.,"mountain,","{""type"": ""Point"", ""coordinates"": [27.456, 38.567]}",location-of-mount-sipylus,precise,representative,2100,1700,2018-06-08T10:02:21Z,/places/550884/location-of-mount-sipylus,/places/550884,38.567,"38.567,27.456",27.456,,M,modern,"1700.0,2100.0",location of Mount Sipylus,8026413101e95ad57320e538c5b8e412,,,,,0,Classical,AFRICA,-600,,400
"Horne, R., J. Becker","27.144474, 38.4153421, 27.144474, 38.4153421",2018-11-16T15:44:10Z,rmhorne,3,"Point geometry representing the center of the modern city of Ä°zmir, Turkey, which is associated with the ancient site of Smyrna. Geometry derived from an OpenStreetMap node.",settlement-modern,"{""type"": ""Point"", ""coordinates"": [27.144474, 38.4153421]}",izmir,precise,representative,2100,1700,2020-12-20T15:28:53Z,/places/550893/izmir,/places/550893,38.4153421,"38.4153421,27.144474",27.144474,,M,modern,"1700.0,2100.0","OSM location of modern Ä°zmir, Turkey",26f7f9f73601362d7fedae2de5f60776,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., A. De Graauw, T. Elliott","26.05, 39.816667, 26.05, 39.816667",2013-01-25T01:26:54Z,jbecker,2,Coordinates after BAtlas with reference to Wikipedia; verified in Google Earth 2013.,"island,","{""type"": ""Point"", ""coordinates"": [26.05, 39.816667]}",location-of-tenedos-ins,precise,representative,2100,1700,2015-06-23T02:23:14Z,/places/550912/location-of-tenedos-ins,/places/550912,39.816667,"39.816667,26.05",26.05,,M,modern,"1700.0,2100.0",location of Tenedos Ins.,a58a5b2716bfbcb343e77ebaa2a3c2db,,,,,0,Classical,AFRICA,-600,,400
"Horne, R.","26.78578, 38.19372, 26.78578, 38.19372",2013-04-18T06:39:13Z,rmhorne,1,Location of SiÄŸacÄ±k according to Geonames.,"settlement,","{""type"": ""Point"", ""coordinates"": [26.78578, 38.19372]}",sigac131k,precise,representative,2100,1700,2018-06-08T00:58:41Z,/places/550913/sigac131k,/places/550913,38.19372,"38.19372,26.78578",26.78578,,M,modern,"1700.0,2100.0",SiÄŸacÄ±k,ac8172dbbc117c9222994c133d0072ff,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","28.101611, 38.323742, 28.101611, 38.323742",2013-02-25T19:09:24Z,jbecker,0,verified in Google Earth 2013.,"mountain,","{""type"": ""Point"", ""coordinates"": [28.101611, 38.323742]}",location-of-tmolus-m,precise,representative,2100,1700,2020-02-26T00:01:02Z,/places/550937/location-of-tmolus-m,/places/550937,38.323742,"38.323742,28.101611",28.101611,,M,modern,"1700.0,2100.0",location of Tmolus M.,99afff56d061c0401e9f71e30c4b79ee,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","28.0258672, 38.3104764, 28.0258672, 38.3104764",2013-06-04T18:33:05Z,jbecker,2,Location based on OpenStreetMap,lake,"{""type"": ""Point"", ""coordinates"": [28.0258672, 38.3104764]}",location-of-goelcuk,precise,representative,2100,1700,2020-03-30T13:26:16Z,/places/550939/location-of-goelcuk,/places/550939,38.3104764,"38.3104764,28.0258672",28.0258672,,M,modern,"1700.0,2100.0",OSM location of GÃ¶lcÃ¼k,ac81546a2f727c00f898043a016c9042,,,,,0,Classical,AFRICA,-600,,400
"Horne, R., J. Becker","23.30814, 35.8648, 23.30814, 35.8648",2013-04-19T15:23:14Z,rmhorne,2,"Location of NisÃ­ AntikÃ½thira, coordinates based on GeoNames and verified in Google Earth.",island,"{""type"": ""Point"", ""coordinates"": [23.30814, 35.8648]}",nisi-antikythira,precise,representative,2100,1700,2019-01-08T17:33:29Z,/places/560230/nisi-antikythira,/places/560230,35.8648,"35.8648,23.30814",23.30814,,M,modern,"1700.0,2100.0",GeoNames location of NisÃ­ AntikÃ½thira,8fc7107892d43093cf61bf463d060961,,,,,0,Classical,AFRICA,-600,,400
"Rabinowitz, A., J. Becker","26.2322965, 35.8634532, 26.2322965, 35.8634532",2014-02-07T20:26:55Z,arabinowitz,2,Representative modern point location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [26.2322965, 35.8634532]}",osm-location-of-kamilonisi,precise,"representative,",2100,1700,2018-06-08T00:46:37Z,/places/560720/osm-location-of-kamilonisi,/places/560720,35.8634532,"35.8634532,26.2322965",26.2322965,,M,modern,"1700.0,2100.0",OSM location of Kamilonisi,630cfd639cfc6761b2b21805369c14fd,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","21.721, 37.154, 21.721, 37.154",2013-01-31T22:11:28Z,jbecker,0,point location based on position in Barrington Atlas.,"mountain,","{""type"": ""Point"", ""coordinates"": [21.721, 37.154]}",location-of-aigaleon-m,precise,representative,2100,1700,2013-04-06T18:29:28Z,/places/570041/location-of-aigaleon-m,/places/570041,37.154,"37.154,21.721",21.721,,M,modern,"1700.0,2100.0",location of Aigaleon M.,e2435baf93ab17ef656655f9efe3bd5b,,,,,0,Classical,AFRICA,-600,,400
"Gillies, S., J. Becker","21.451667, 37.6125, 21.451667, 37.6125",2012-06-04T22:34:22Z,sgillies,1,"Point location of the mouth of the river at approximately 1:10,000 scale.","river,","{""type"": ""Point"", ""coordinates"": [21.451667, 37.6125]}",mouth-of-river,precise,representative,2100,1700,2018-06-07T21:15:03Z,/places/570067/mouth-of-river,/places/570067,37.6125,"37.6125,21.451667",21.451667,,M,modern,"1700.0,2100.0",Mouth of Alfeios (river),e5c624dc5474807e8c615253be23fe32,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","23.2825275, 37.3200367, 23.3624983, 37.350643",2016-08-20T01:23:59Z,jbecker,1,Location based on OpenStreetMap,"island,","{""type"": ""Polygon"", ""coordinates"": [[[23.3063709, 37.3200367], [23.3009306, 37.3209131], [23.2853041, 37.3305912], [23.2834452, 37.3329388], [23.2825275, 37.3344977], [23.2828442, 37.3396283], [23.2835106, 37.340386], [23.2899911, 37.3419297], [23.3168291, 37.3464157], [23.3439716, 37.3502471], [23.3477777, 37.3506399], [23.3478359, 37.350643], [23.3539468, 37.3503056], [23.3567682, 37.3479379], [23.3572339, 37.3474149], [23.3614219, 37.3424514], [23.3624983, 37.3408889], [23.3619283, 37.3380751], [23.3582153, 37.3324988], [23.3565561, 37.3308619], [23.345166, 37.3265941], [23.3315034, 37.3215986], [23.3186117, 37.3206967], [23.3063709, 37.3200367]]]}",osm-location-of-ii-ioii-island,precise,"representative,",2100,1700,2020-12-16T18:14:44Z,/places/570089/osm-location-of-ii-ioii-island,/places/570089,37.33702777,"37.3370277691,23.3266895056",23.32668951,,M,modern,"1700.0,2100.0",OSM location of Î”Î¿ÎºÏŒÏ‚ (island),c9e53a001c424c37a41edbee3cb2a8a5,,,,,0,Classical,AFRICA,-600,,400
"Diffendale, D., J. Becker","22.969391, 37.640922, 22.969391, 37.640922",2014-02-21T19:12:46Z,diffenda,2,The foundations of a modern chapel (never completed) just below the summit of the mountain.,"church,","{""type"": ""Point"", ""coordinates"": [22.969391, 37.640922]}",foundations-of-modern-chapel-on-summit,precise,"representative,",2100,1700,2017-05-03T19:00:47Z,/places/570098/foundations-of-modern-chapel-on-summit,/places/570098,37.640922,"37.640922,22.969391",22.969391,,M,modern,"1700.0,2100.0",Imagery location of foundations of modern chapel,b5a387955b7521d2b70035933c3b25ee,,,,,0,Classical,AFRICA,-600,,400
"Diffendale, D., J. Becker","22.969195, 37.640927, 22.969195, 37.640927",2014-02-21T19:24:02Z,diffenda,1,"The highest peak of Mt. Arachnaion, called 'Profitis Ilias', 1199 masl.","mountain,","{""type"": ""Point"", ""coordinates"": [22.969195, 37.640927]}",profitis-ilias-summit-of-mt.-arachnaion,precise,"representative,",2100,1700,2017-05-03T19:00:33Z,/places/570098/profitis-ilias-summit-of-mt.-arachnaion,/places/570098,37.640927,"37.640927,22.969195",22.969195,,M,modern,"1700.0,2100.0",Imagery location of Profitis Ilias summit of Mt. Arachnaion,c04dffc8ed8c5ed9a28ef5f87a6c3ffa,,,,,0,Classical,AFRICA,-600,,400
"Diffendale, D., J. Becker","23.0295, 37.6404, 23.0295, 37.6404",2014-02-21T20:05:53Z,diffenda,1,"The eastern summit of Mt. Arachnaion, called Arna or Mavrovouni, 1139 masl.","mountain,","{""type"": ""Point"", ""coordinates"": [23.0295, 37.6404]}",arna-summit-of-mt.-arachnaion,precise,"representative,",2100,1700,2017-05-03T19:00:33Z,/places/570098/arna-summit-of-mt.-arachnaion,/places/570098,37.6404,"37.6404,23.0295",23.0295,,M,modern,"1700.0,2100.0",Imagery location of Arna summit of Mt. Arachnaion,28e904949ce14a0c052750250d9fe5a7,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.9740017, 37.714636, 22.9740017, 37.714636",2013-09-15T15:16:49Z,jbecker,1,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [22.9740017, 37.714636]}",unnamed-peak-of-Arachnaion-M,precise,representative,2100,1700,2017-05-03T19:00:33Z,/places/570098/unnamed-peak-of-Arachnaion-M,/places/570098,37.714636,"37.714636,22.9740017",22.9740017,,M,modern,"1700.0,2100.0",unnamed peak of Arachnaion M.,fcb894fafc06f6fcbf1baa433586b9a1,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.9770916, 37.7078459, 22.9770916, 37.7078459",2013-09-15T15:19:21Z,jbecker,1,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [22.9770916, 37.7078459]}",unnamed-peak-2-of-Arachnaion-M,precise,representative,2100,1700,2017-05-03T19:00:33Z,/places/570098/unnamed-peak-2-of-Arachnaion-M,/places/570098,37.7078459,"37.7078459,22.9770916",22.9770916,,M,modern,"1700.0,2100.0",unnamed peak (2) of Arachnaion M.,71b7712d64707bed43ce886355b4be95,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., S. Dunn, T. Elliott","21.377, 38.212, 21.377, 38.212",2013-01-30T16:49:55Z,jbecker,3,verified in Google Earth 2013 based on location in Barrington Atlas.,cape,"{""type"": ""Point"", ""coordinates"": [21.377, 38.212]}",location-of-araxos-pr,precise,representative,2100,1700,2017-02-03T12:18:20Z,/places/570101/location-of-araxos-pr,/places/570101,38.212,"38.212,21.377",21.377,,M,modern,"1700.0,2100.0",Imagery location of Cape Araxos,6cc64e8e706ca126fb53a43f5b97294e,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","23.1782393, 37.2149748, 23.1782393, 37.2149748",2013-05-22T18:38:19Z,jbecker,1,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [23.1782393, 37.2149748]}",location-of-Aristera-Ins,precise,representative,2100,1700,2018-06-08T00:53:14Z,/places/570108/location-of-Aristera-Ins,/places/570108,37.2149748,"37.2149748,23.1782393",23.1782393,,M,modern,"1700.0,2100.0",location of Aristera Ins.,9c9cb78bd4f54e07d34c7172d24c3d18,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.207, 37.974, 22.207, 37.974",2013-05-15T02:56:48Z,jbecker,1,"coordinates after GeoHack, verified in Google Earth.",mountain,"{""type"": ""Point"", ""coordinates"": [22.207, 37.974]}",location-of-aroania-m,precise,representative,2100,1700,2018-09-25T21:18:27Z,/places/570112/location-of-aroania-m,/places/570112,37.974,"37.974,22.207",22.207,,M,modern,"1700.0,2100.0",Imagery location of Aroania (mountain),fab44e023206461b414f630e23cabea3,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.514885, 37.6197802, 22.514885, 37.6197802",2020-02-23T13:56:03Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [22.514885, 37.6197802]}",osm-location-of-artemisio,precise,representative,2100,1700,2020-03-03T11:46:15Z,/places/570121/osm-location-of-artemisio,/places/570121,37.6197802,"37.6197802,22.514885",22.514885,,M,modern,"1700.0,2100.0",OSM location of Artemisio,6c6496f109fd436fa0db1f5af7b7a841,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., A. De Graauw, T. Elliott","23.92397, 37.476608, 23.92397, 37.476608",2013-02-01T17:52:50Z,jbecker,2,verified in Google Earth 2013 based on Barrington Atlas location.,"island,","{""type"": ""Point"", ""coordinates"": [23.92397, 37.476608]}",location-of-belbina-ins,precise,representative,2100,1700,2018-06-07T23:55:41Z,/places/570150/location-of-belbina-ins,/places/570150,37.476608,"37.476608,23.92397",23.92397,,M,modern,"1700.0,2100.0",Imagery location of Belbina Ins.,2e3e2a16e2801e3a548475306e76c4e0,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","21.8545809, 38.30734, 21.8676374, 38.3367791",2018-09-14T15:50:19Z,jbecker,1,Representative location based on OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[21.8600856, 38.30734], [21.8592761, 38.3078041], [21.8572078, 38.3090448], [21.8546632, 38.3152146], [21.8545809, 38.3154589], [21.8548606, 38.3174279], [21.8558713, 38.3200504], [21.8647831, 38.3335242], [21.8656535, 38.3346043], [21.8664909, 38.3355801], [21.8676374, 38.3367791], [21.8600856, 38.30734]]]}",osm-location-of-volineos,precise,representative,2100,1700,2018-09-21T21:17:51Z,/places/570157/osm-location-of-volineos,/places/570157,38.32157453,"38.3215745273,21.8595799568",21.85957996,,M,modern,"1700.0,2100.0",OSM location of Volineos,6321e0bf791c49f3b0adcdcb2920676c,,,,,0,Classical,AFRICA,-600,,400
"Elliott, T.","22.2065, 38.14267, 22.2065, 38.14267",2017-08-21T23:34:18Z,thomase,0,Point marking the modern location of the village that is probably to be associated with ancient Goura.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [22.2065, 38.14267]}",geonames-location-of-modern-kastro-ano-diakopto,precise,associated_modern,2100,1700,2018-06-08T12:02:34Z,/places/570166/geonames-location-of-modern-kastro-ano-diakopto,/places/570166,38.14267,"38.14267,22.2065",22.2065,,M,modern,"1700.0,2100.0",Geonames Location of Modern Kastro Ano Diakopto,6c9b8fda831342ca811d5b26beb5ad0c,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., S. Dunn","21.13, 37.936, 21.13, 37.936",2013-01-30T19:11:57Z,jbecker,1,verified in Google Earth 2013 based on Barrington Atlas location.,"cape,","{""type"": ""Point"", ""coordinates"": [21.13, 37.936]}",location-of-chelonatas-pr,precise,representative,2100,1700,2013-03-19T14:14:43Z,/places/570174/location-of-chelonatas-pr,/places/570174,37.936,"37.936,21.13",21.13,,M,modern,"1700.0,2100.0",location of Chelonatas Pr.,24a6a1b45a91672cb37a7fe81d092ccf,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","22.8910148, 36.1302411, 23.1049239, 36.3857798",2019-01-07T23:59:59Z,jbecker,1,Representative location based on OpenStreetMap,island,"{""type"": ""Polygon"", ""coordinates"": [[[23.0475549, 36.1302411], [22.9926158, 36.1323777], [22.9896307, 36.1329587], [22.9895006, 36.1330029], [22.9410366, 36.1577813], [22.9409145, 36.1578445], [22.908321, 36.1988864], [22.9077709, 36.2000044], [22.9005194, 36.2305279], [22.9003327, 36.2314188], [22.8910148, 36.3197294], [22.894679, 36.329628], [22.8953719, 36.3310242], [22.8959023, 36.3320527], [22.9075492, 36.3539604], [22.9204847, 36.375539], [22.9210038, 36.376286], [22.9211354, 36.3764629], [22.9233935, 36.3774712], [22.9499615, 36.3857193], [22.9502128, 36.3857798], [22.9505213, 36.3857483], [22.9516149, 36.3850603], [22.951699, 36.3849863], [23.1007293, 36.2496152], [23.1010791, 36.249194], [23.1012201, 36.2488884], [23.1035477, 36.2435466], [23.1036298, 36.2433214], [23.1049239, 36.236167], [23.1049233, 36.2360121], [23.0573915, 36.1471341], [23.0479339, 36.1303903], [23.0478505, 36.1302908], [23.0475549, 36.1302411]]]}",osm-location-of-kythira,precise,representative,2100,1700,2019-01-08T00:01:34Z,/places/570186/osm-location-of-kythira,/places/570186,36.24001223,"36.2400122314,22.9829428015",22.9829428,,M,modern,"1700.0,2100.0",OSM location of Kythira,72efc66c619e45f9b451d797caef8200,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","24.2346354, 36.8047604, 24.2346354, 36.8047604",2015-01-16T03:28:18Z,jbecker,2,Representative modern location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [24.2346354, 36.8047604]}",osm-location,precise,representative,2100,1700,2020-12-14T09:31:29Z,/places/570227/osm-location,/places/570227,36.8047604,"36.8047604,24.2346354",24.2346354,,M,modern,"1700.0,2100.0",OSM location of Antimilos,36d7fe3e2dccffca04596e67ad6ba1c0,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","21.833333, 37.966667, 21.833333, 37.966667",2013-01-31T21:52:13Z,jbecker,0,verified in Google Earth 2013.,"mountain,","{""type"": ""Point"", ""coordinates"": [21.833333, 37.966667]}",location-of-erymanthos-m,precise,representative,2100,1700,2018-06-07T23:03:00Z,/places/570238/location-of-erymanthos-m,/places/570238,37.966667,"37.966667,21.833333",21.833333,,M,modern,"1700.0,2100.0",location of Erymanthos M.,bd8b4ee2d1f3e04f8e5aa84b2b7a262c,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.3334931, 37.1615197, 22.3334931, 37.1615197",2013-05-15T02:37:01Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [22.3334931, 37.1615197]}",location-of-Eurotas-fl,precise,representative,2100,1700,2013-08-02T04:31:10Z,/places/570248/location-of-Eurotas-fl,/places/570248,37.1615197,"37.1615197,22.3334931",22.3334931,,M,modern,"1700.0,2100.0",location of Eurotas fl.,2ae8d58c20b31465656eaaa08ad82547,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","23.8821576, 36.842179, 23.8821576, 36.842179",2013-12-12T03:44:41Z,jbecker,3,Representative location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [23.8821576, 36.842179]}",location-of-falkonera-island,precise,,2100,1700,2016-07-27T00:56:29Z,/places/570293/location-of-falkonera-island,/places/570293,36.842179,"36.842179,23.8821576",23.8821576,,M,modern,"1700.0,2100.0",OSM location of Falkonera (island),94be38b0243c06ca3d4a5483c373f092,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., A. De Graauw, T. Elliott","23.484, 37.339, 23.484, 37.339",2013-01-30T19:29:28Z,jbecker,3,Coordinates after BAtlas; verified in Google Earth 2013.,"island,","{""type"": ""Point"", ""coordinates"": [23.484, 37.339]}",location-of-hydroussa-hydrea-ins,precise,representative,2100,1700,2018-06-08T00:44:09Z,/places/570299/location-of-hydroussa-hydrea-ins,/places/570299,37.339,"37.339,23.484",23.484,,M,modern,"1700.0,2100.0",location of Hydroussa/Hydrea Ins.,0ef23686b580d952ee4b7607fe01d35e,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.987778, 37.941389, 22.987778, 37.941389",2013-05-08T18:21:26Z,jbecker,1,"coordinates after GeoHack, verified in Google Earth.",isthmus,"{""type"": ""Point"", ""coordinates"": [22.987778, 37.941389]}",location-of-isthmos,precise,representative,2100,1700,2020-06-15T20:22:58Z,/places/570317/location-of-isthmos,/places/570317,37.941389,"37.941389,22.987778",22.987778,,M,modern,"1700.0,2100.0",Imagery location of Isthmos,e5b7ca6efdff852bf3db9dfd5b5c123d,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., A. De Graauw, T. Elliott","23.483333, 37.516667, 23.483333, 37.516667",2013-01-30T19:19:33Z,jbecker,4,verified in Google Earth 2013.,island,"{""type"": ""Point"", ""coordinates"": [23.483333, 37.516667]}",location-of-kalaureia-ins,precise,representative,2100,1700,2018-06-07T23:05:39Z,/places/570325/location-of-kalaureia-ins,/places/570325,37.516667,"37.516667,23.483333",23.483333,,M,modern,"1700.0,2100.0",Imagery location of Kalaureia Ins.,30d60b18163d3b45686ada383b6e227e,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","90.6981963, 23.9156451, 90.6981963, 23.9156451",2013-12-05T03:15:32Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [90.6981963, 23.9156451]}",narsingdi,precise,,2100,1700,2016-07-25T15:57:37Z,/places/933888363/narsingdi,/places/933888363,23.9156451,"23.9156451,90.6981963",90.6981963,,M,modern,"1700.0,2100.0",OSM location of modern Narsingdi,d72c52aeb1368399f74ab376e5ac4244,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., E. Robinson","10.7002815, 44.193672, 10.7002815, 44.193672",2015-05-09T19:02:33Z,jbecker,2,Representative location derived from an OpenStreetMap node.,"mountain,","{""type"": ""Point"", ""coordinates"": [10.7002815, 44.193672]}",osm-location-of-monte-cimone,precise,"associated_modern,",2100,1700,2016-12-14T22:59:07Z,/places/454863539/osm-location-of-monte-cimone,/places/454863539,44.193672,"44.193672,10.7002815",10.7002815,,M,modern,"1700.0,2100.0",OSM location of Monte Cimone,33ffe56339c485e198117a64c6ee794b,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","13.067291, 41.872322, 13.067291, 41.872322",2014-11-16T21:55:16Z,jbecker,3,"Representative point location, based on OpenStreetMap, of modern Roiate, where the remains of ancient fortifications are evident.","settlement-modern,","{""type"": ""Point"", ""coordinates"": [13.067291, 41.872322]}",osm-location,precise,representative,2100,1700,2016-05-23T20:53:57Z,/places/689046103/osm-location,/places/689046103,41.872322,"41.872322,13.067291",13.067291,,M,modern,"1700.0,2100.0",OSM location of modern Roiate,38a209502b59b6db2867fc047a765883,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., E. Robinson","12.5976389, 42.229257, 12.5976389, 42.229257",2014-02-23T22:23:37Z,jbecker,4,Representative point derived from an OpenStreetMap node.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [12.5976389, 42.229257]}",location-of-nazzano-romano,precise,"associated_modern,",2100,1700,2016-12-14T23:01:05Z,/places/288445158/location-of-nazzano-romano,/places/288445158,42.229257,"42.229257,12.5976389",12.5976389,,M,modern,"1700.0,2100.0",OSM location of Nazzano,9f919f61bb2bf0eb8413b6ab96855ec7,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","22.0515628, 32.9001953, 22.0515628, 32.9001953",2020-08-02T16:59:48Z,jbecker,2,Location based on OpenStreetMap,cave,"{""type"": ""Point"", ""coordinates"": [22.0515628, 32.9001953]}",osm-location-haua-fteah-cave,precise,representative,2100,1700,2020-08-03T09:54:15Z,/places/662332232/osm-location-haua-fteah-cave,/places/662332232,32.9001953,"32.9001953,22.0515628",22.0515628,,M,modern,"1700.0,2100.0",OSM location Haua Fteah Cave,5d81c89d266a4e2e89860af39b834c1e,,,,,0,Classical,AFRICA,-600,,400
"Becker, J., R. Horne","-0.3332792, 53.586049, -0.3332792, 53.586049",2014-07-07T15:58:28Z,jbecker,3,Representative location based on OpenStreetMap.,"settlement-modern,","{""type"": ""Point"", ""coordinates"": [-0.3332792, 53.586049]}",osm-location,precise,,2100,1700,2020-12-20T12:00:36Z,/places/849071429/osm-location,/places/849071429,53.586049,"53.586049,-0.3332792",-0.3332792,,M,modern,"1700.0,2100.0",OSM location of Kirmington,973a9f51df71dfb2c1c7478ada6eb725,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","11.52182, 43.89267, 11.52182, 43.89267",2018-11-20T22:52:18Z,jbecker,1,Location of the nearest modern settlement following coordinates derived from GeoNames.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [11.52182, 43.89267]}",geonames-location-of-dicomano,precise,associated_modern,2100,1700,2019-08-28T21:50:09Z,/places/116781940/geonames-location-of-dicomano,/places/116781940,43.89267,"43.89267,11.52182",11.52182,,M,modern,"1700.0,2100.0",GeoNames location of Dicomano,4957989009f64bf4ab1c272e6b1ef221,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","25.167611, 37.5775936, 25.167611, 37.5775936",2016-05-09T16:56:12Z,jbecker,1,Representative modern location based on OpenStreetMap.,"mountain,","{""type"": ""Point"", ""coordinates"": [25.167611, 37.5775936]}",osm-location-of-3953be3bc3b23bf3c53c13b33bf,precise,representative,2100,1700,2016-05-24T17:50:49Z,/places/853662205/osm-location-of-3953be3bc3b23bf3c53c13b33bf,/places/853662205,37.5775936,"37.5775936,25.167611",25.167611,,M,modern,"1700.0,2100.0",OSM location of Î•Î¾ÏŽÎ¼Î²Î¿Ï…ÏÎ³Î¿,c30b21ae990228352040197effdb928e,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","11.973172, 44.4077992, 11.973172, 44.4077992",2013-07-17T01:31:35Z,jbecker,4,Modern location based on OpenStreetMap.,settlement-modern,"{""type"": ""Point"", ""coordinates"": [11.973172, 44.4077992]}",location-of-bagnacavallo,precise,associated_modern,2100,1700,2019-08-28T22:07:57Z,/places/65407105/location-of-bagnacavallo,/places/65407105,44.4077992,"44.4077992,11.973172",11.973172,,M,modern,"1700.0,2100.0",OSM location of modern Bagnacavallo,896edfdcb7b4ad4bdc5856f62f9d512f,,,,,0,Classical,AFRICA,-600,,400
"Becker, J.","36.6471073, 35.440068, 36.6471073, 35.440068",2017-12-04T00:41:37Z,jbecker,1,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [36.6471073, 35.440068]}",osm-location-of-khan-shaykhun,precise,"representative,associated_modern",2100,1700,2017-12-04T00:44:51Z,/places/190803325/osm-location-of-khan-shaykhun,/places/190803325,35.440068,"35.440068,36.6471073",36.6471073,,M,modern,"1700.0,2100.0",OSM location of Khan Shaykhun,f6624ccf37a24a289bda51b788de089d,,,,,0,Classical,AFRICA,-600,,400
